category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
E-Commerce,35000000,operating,LUX,3,LUX - Other,Héienhaff,1,2011-01-01,2015-04-08,2015-04-08
Curated Web,1400000,operating,USA,CA,Los Angeles,Los Angeles,3,2011-01-01,2011-01-01,2012-06-17
Software,-,operating,BHR,2,Bahrain,Manama,1,2009-01-01,2014-11-08,2014-11-08
Mobile,30500000,closed,USA,FL,Miami,Miami,2,2006-08-01,2007-02-01,2008-02-01
Software,50000,closed,USA,MD,Baltimore,Glen Burnie,1,2012-01-01,2012-08-31,2012-08-31
E-Commerce,-,operating,USA,NY,NY - Other,Plattsburgh,1,2002-01-01,2013-01-21,2013-01-21
Mobile,191874,operating,GBR,H9,London,London,1,2005-01-01,2013-04-21,2013-04-21
Software,10000000,operating,USA,CA,SF Bay Area,Menlo Park,1,2015-01-01,2015-04-13,2015-04-13
Software,42000000,operating,USA,CA,SF Bay Area,San Jose,3,2000-01-01,2006-03-30,2013-10-08
Biotechnology,855620,operating,USA,AZ,Phoenix,Scottsdale,1,2002-01-01,2012-10-29,2012-10-29
Enterprise Software,30000,operating,USA,UT,Salt Lake City,Tooele,1,2007-01-01,2012-06-06,2012-06-06
Software,499800,operating,USA,VA,Richmond,Glen Allen,1,2005-01-01,2014-04-01,2014-04-01
Software,-,operating,USA,CA,SF Bay Area,Mountain View,1,2012-01-01,2013-10-01,2013-10-01
Biotechnology,150000,operating,USA,CA,SF Bay Area,Los Altos,1,2014-01-01,2015-11-12,2015-11-12
Advertising,-,operating,USA,NJ,NJ - Other,Hainesport,1,2015-01-01,2013-01-01,2013-01-01
Mobile,-,operating,USA,FL,Florida's Space Coast,Palm Bay,1,1983-01-01,2000-02-28,2000-02-28
Enterprise Software,393000,operating,CAN,QC,QC - Other,Trois-rivières,1,1999-01-01,2006-01-03,2006-01-03
Enterprise Software,150000,operating,USA,CA,SF Bay Area,Sunnyvale,1,2014-11-23,2014-10-21,2014-10-21
Biotechnology,120456440,ipo,USA,CO,Denver,Louisville,8,1995-01-01,2005-12-16,2014-03-12
E-Commerce,3200000,operating,USA,CA,SF Bay Area,Mountain View,2,2011-01-01,2013-02-28,2014-08-22
Mobile,5615000,operating,USA,OR,"Portland, Oregon",Portland,6,2010-01-01,2012-03-01,2015-06-30
Enterprise Software,135000,operating,USA,OH,Cincinnati,Cincinnati,1,2011-01-01,2012-10-17,2012-10-17
Curated Web,1000000,closed,USA,MI,Detroit,Detroit,1,2010-09-01,2011-09-01,2011-09-01
Clean Technology,30000,operating,EST,18,EST - Other,Tartu,1,2013-02-19,2013-02-19,2013-02-19
E-Commerce,243540,operating,GBR,H9,London,London,1,2011-01-01,2012-09-25,2012-09-25
Clean Technology,20000000,ipo,USA,TX,Houston,Houston,2,2005-01-01,2011-07-05,2012-01-24
E-Commerce,800000,operating,USA,MA,Boston,Boston,1,2011-09-15,2013-06-01,2013-06-01
Advertising,-,closed,USA,CA,Los Angeles,Santa Monica,1,2013-02-01,2012-10-01,2012-10-01
E-Commerce,40000,operating,DEU,4,Hamburg,Hamburg,1,2010-01-01,2012-08-09,2012-08-09
Advertising,8250000,operating,GBR,H9,London,London,2,2011-03-27,2012-12-19,2014-07-22
Biotechnology,-,operating,IRL,4,Cork,Cork,1,2015-01-01,2015-04-30,2015-04-30
Biotechnology,604000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-09-01,2013-06-08,2014-07-16
Enterprise Software,2800000,operating,USA,NJ,Newark,Berkeley Heights,2,2000-01-01,2009-04-01,2010-10-12
Biotechnology,90000,operating,USA,IL,"Springfield, Illinois",Champaign,2,2011-01-01,2012-10-12,2012-11-24
Enterprise Software,18466599,operating,USA,CA,Sacramento,Sacramento,3,2007-01-01,2011-03-03,2013-12-18
Software,1500000,operating,GBR,H9,London,London,2,2013-01-01,2014-01-01,2015-01-12
Analytics,-,operating,IRL,4,Cork,Cork,1,2014-09-19,2014-11-15,2014-11-15
Biotechnology,500000,operating,USA,NY,Elmira,Ithaca,1,2008-01-01,2010-09-30,2010-09-30
Biotechnology,4310700,operating,FRA,B1,FRA - Other,Uzerche,1,2004-01-01,2010-01-18,2010-01-18
Biotechnology,86379412,ipo,USA,MD,"Washington, D.C.",Gaithersburg,4,2003-01-01,2003-05-22,2010-10-27
Biotechnology,4378000,operating,USA,CA,San Diego,San Diego,1,2009-01-01,2015-04-17,2015-04-17
Biotechnology,19393087,closed,USA,TX,Houston,Houston,8,2007-01-01,2008-02-01,2014-02-11
Biotechnology,950000,acquired,USA,CA,SF Bay Area,Alameda,2,2006-01-01,2009-07-30,2010-05-13
Biotechnology,149998,operating,USA,WA,Seattle,Seattle,1,2013-01-01,2015-06-11,2015-06-11
Biotechnology,150000,operating,USA,CT,CT - Other,Woodbridge,1,2006-01-01,2014-03-17,2014-03-17
Software,35000000,operating,USA,WA,Seattle,Bellevue,1,1999-01-01,2006-06-05,2006-06-05
Enterprise Software,5000000,operating,USA,NY,New York City,New York,1,1999-01-01,2002-11-04,2002-11-04
Clean Technology,26937803,operating,USA,MA,Boston,Waltham,4,2006-01-01,2011-04-18,2014-09-30
Biotechnology,300000,operating,USA,KY,Louisville,Louisville,1,2009-01-01,2010-04-15,2010-04-15
Enterprise Software,6640000,acquired,USA,CO,Denver,Boulder,4,2008-03-01,2008-03-01,2011-09-09
Analytics,34264920,operating,USA,MA,Boston,Cambridge,6,2000-01-01,2010-11-30,2015-05-26
Biotechnology,22500000,acquired,USA,MA,Boston,Cambridge,4,2009-01-01,2010-12-02,2012-10-02
Mobile,2000000,operating,USA,CA,Los Angeles,El Segundo,1,2014-09-01,2014-10-15,2014-10-15
Enterprise Software,-,operating,USA,CA,Los Angeles,Santa Monica,2,2010-01-01,2015-03-15,2015-10-01
Mobile,-,acquired,USA,CA,Los Angeles,Chatsworth,1,2003-01-01,2011-07-01,2011-07-01
Apps,350000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-03-01,2014-06-15,2014-06-15
Curated Web,250000,operating,USA,CA,SF Bay Area,Berkeley,2,2010-07-01,2008-01-01,2010-01-10
Clean Technology,-,operating,CAN,ON,Toronto,Waterloo,1,2009-09-01,2014-10-07,2014-10-07
Advertising,-,operating,CAN,BC,Vancouver,Victoria,1,2011-04-01,2015-09-16,2015-09-16
Clean Technology,10918691,acquired,USA,UT,Salt Lake City,Salt Lake City,4,2010-03-01,2011-05-23,2013-01-22
Software,1050000,operating,FRA,A8,Paris,Paris,1,1999-01-01,2005-04-25,2005-04-25
E-Commerce,7600000,operating,USA,CA,Los Angeles,Venice,2,2010-08-01,2011-05-01,2012-06-15
Mobile,2275000,operating,USA,TN,Nashville,Nashville,5,2009-10-20,2010-05-27,2013-09-01
Software,37611998,operating,USA,CA,SF Bay Area,San Francisco,5,2008-10-23,2011-09-30,2015-01-06
Mobile,5116,operating,USA,MA,Boston,Boston,1,2014-03-01,2014-08-01,2014-08-01
Biotechnology,750816,operating,USA,OR,"Portland, Oregon",Portland,1,2011-01-01,2013-08-14,2013-08-14
E-Commerce,325000,operating,BRA,21,Rio de Janeiro,Rio De Janeiro,2,2013-01-24,2013-01-01,2013-03-01
Apps,-,operating,IRL,7,Dublin,Dublin,1,2013-01-01,2014-02-01,2014-02-01
Apps,8000000,operating,USA,NY,New York City,New York,2,2015-02-01,2015-03-01,2015-07-30
E-Commerce,11800000,operating,GBR,H9,London,London,3,2011-01-01,2012-02-07,2014-01-28
Curated Web,441804,operating,GBR,H9,London,London,4,2009-12-02,2013-05-01,2014-07-07
Software,8000000,operating,AUS,2,Sydney,Sydney,2,2011-01-01,2013-09-16,2014-10-20
Advertising,1500000,operating,USA,NY,New York City,New York,2,2011-01-01,2011-11-01,2014-01-01
Software,70000,operating,IND,19,Bangalore,Bangalore,2,2011-01-01,2013-12-17,2013-12-17
Advertising,16953708,operating,USA,CA,SF Bay Area,Berkeley,3,2004-01-01,2009-10-01,2013-04-18
Apps,500000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-02-01,2015-03-06,2015-03-06
Mobile,323000000,ipo,USA,IL,Chicago,Itasca,3,2013-04-16,2012-06-25,2014-07-30
Mobile,250000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2012-08-22,2012-08-22
Advertising,25000,operating,USA,CA,Los Angeles,Los Angeles,1,2009-08-01,2014-12-01,2014-12-01
Enterprise Software,1700000,acquired,CAN,NS,Halifax,Halifax,1,2010-01-01,2011-09-14,2011-09-14
Apps,2200000,operating,GBR,H9,London,London,2,2009-01-01,2013-11-30,2014-01-30
Mobile,1000000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-10-01,2014-06-05,2014-06-05
Curated Web,-,operating,USA,CA,SF Bay Area,San Francisco,1,2011-03-12,2011-08-04,2011-08-04
Curated Web,-,operating,USA,NY,New York City,New York,1,2007-08-01,2007-11-01,2007-11-01
E-Commerce,100000,operating,USA,CT,Hartford,Fairfield,1,2011-10-01,2011-10-01,2011-10-01
Advertising,625160,operating,USA,MD,"Washington, D.C.",Gaithersburg,2,2006-07-07,2010-08-12,2011-03-11
Software,1270000,operating,USA,IL,Chicago,Chicago,1,2001-01-20,2013-02-27,2013-02-27
Biotechnology,2535204,operating,USA,CA,Sacramento,Davis,3,2006-01-01,2010-05-12,2013-02-11
E-Commerce,3000000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-09-17,2015-08-01
Curated Web,500000,operating,USA,IL,Chicago,Chicago,1,2012-11-01,2012-11-01,2012-11-01
Software,56000000,acquired,USA,CA,Los Angeles,Los Angeles,3,1998-01-01,1999-12-31,2001-03-13
Advertising,17050000,operating,USA,CA,SF Bay Area,Sunnyvale,3,2006-01-01,2007-01-01,2011-04-07
Software,5500000,operating,IND,10,Haryana,Haryana,1,2013-01-01,2015-05-18,2015-05-18
Apps,700000,operating,THA,40,Bangkok,Bangkok,1,2013-09-01,2015-10-12,2015-10-12
E-Commerce,1450000,operating,USA,IL,Chicago,Chicago,3,2014-03-27,2013-06-30,2015-03-17
E-Commerce,35000,operating,CHE,24,Zurich,Zug,1,2011-08-20,2013-01-01,2013-01-01
Apps,5000000,operating,USA,CA,SF Bay Area,Mountain View,1,2014-01-01,2014-05-21,2014-05-21
Advertising,40000,operating,USA,CA,SF Bay Area,Menlo Park,2,2006-08-01,2006-08-01,2006-08-01
Advertising,40000,operating,USA,NY,New York City,Brooklyn,1,2013-11-01,2012-07-17,2012-07-17
Analytics,700000,operating,USA,VA,"Washington, D.C.",Dulles,1,2013-01-01,2014-08-22,2014-08-22
E-Commerce,-,acquired,ARE,3,Dubai,Dubai,1,2010-02-18,2010-06-23,2010-06-23
Analytics,200000,operating,USA,NY,New York City,New York,1,2013-03-01,2013-09-15,2013-09-15
Mobile,200000,operating,USA,CA,Los Angeles,Santa Monica,2,2011-07-24,2012-03-21,2013-02-10
Curated Web,310000,closed,ESP,29,Madrid,Madrid,1,2012-02-07,2012-08-15,2012-08-15
Analytics,2318000,operating,USA,CA,SF Bay Area,San Francisco,3,2013-01-01,2012-12-20,2014-05-01
Analytics,101199993,operating,USA,CA,SF Bay Area,San Francisco,9,2007-05-01,2008-07-23,2014-09-10
Software,500000,operating,USA,WA,Seattle,Tacoma,1,2009-09-01,2014-11-04,2014-11-04
E-Commerce,425000,operating,USA,CA,SF Bay Area,San Francisco,3,2009-11-01,2011-08-01,2014-02-26
Biotechnology,60000000,closed,USA,MA,Boston,Boston,3,2008-01-01,2010-09-10,2013-05-08
Analytics,291297000,acquired,USA,CA,SF Bay Area,Sunnyvale,6,1996-01-01,2005-03-15,2014-09-30
E-Commerce,25000,closed,USA,OR,"Portland, Oregon",Portland,1,2011-01-01,2012-03-01,2012-03-01
E-Commerce,1775000,operating,USA,VA,"Washington, D.C.",Mclean,1,2011-04-01,2011-04-01,2011-04-01
Apps,115000,closed,USA,TX,Dallas,Dallas,1,2010-05-10,2010-04-10,2010-04-10
Advertising,27000,operating,USA,NJ,Newark,Montclair,1,2007-01-01,2009-01-01,2009-01-01
Software,197000,operating,USA,CA,Anaheim,Cypress,1,2013-01-01,2013-10-23,2013-10-23
Mobile,296043358,operating,USA,TX,Dallas,Plano,5,2000-01-01,2009-07-06,2014-05-22
Curated Web,2750000,acquired,USA,CA,Los Angeles,Santa Monica,2,2007-01-15,2007-11-01,2009-12-09
E-Commerce,450000,operating,RUS,48,Moscow,Moscow,1,2013-01-01,2013-09-01,2013-09-01
Advertising,550000,operating,ISR,5,Tel Aviv,Tel Aviv,3,2010-01-01,2009-01-01,2010-06-01
Apps,16000000,operating,FRA,A8,FRA - Other,Sèvres,1,2009-03-17,2009-04-14,2009-04-14
Enterprise Software,2110120,operating,USA,MT,Missoula,Missoula,3,2003-01-01,2009-11-06,2012-11-23
Mobile,-,operating,ISR,5,Tel Aviv,Tel Aviv,1,2011-02-01,2011-01-01,2011-01-01
Curated Web,-,acquired,USA,CA,San Diego,San Diego,1,2004-10-01,2006-04-01,2006-04-01
E-Commerce,-,operating,USA,MD,"Washington, D.C.",College Park,1,2006-03-14,2006-01-01,2006-01-01
Curated Web,650000,closed,USA,FL,Tampa,St. Petersburg,2,2009-11-01,2010-02-01,2010-09-01
Enterprise Software,-,acquired,USA,CA,Los Angeles,Pasadena,1,2009-01-01,2012-02-23,2012-02-23
Biotechnology,1571940,operating,USA,IN,Indianapolis,Indianapolis,1,2009-01-01,2013-04-30,2013-04-30
Curated Web,425000,acquired,USA,CA,SF Bay Area,Palo Alto,1,2011-01-01,2011-07-27,2011-07-27
E-Commerce,580000,operating,MYS,14,Kuala Lumpur,Kuala Lumpur,2,2002-09-01,2013-11-01,2015-11-14
Biotechnology,1000000,operating,ISR,3,ISR - Other,Misgav,1,2012-01-01,2015-10-20,2015-10-20
Advertising,50000000,operating,USA,CA,Los Angeles,Los Angeles,1,2001-01-01,2007-05-18,2007-05-18
E-Commerce,25000,operating,ARG,7,Buenos Aires,Buenos Aires,1,2013-06-01,2014-03-01,2014-03-01
Mobile,1235000,operating,USA,CA,Los Angeles,Los Angeles,3,2010-01-01,2009-12-31,2013-01-01
Advertising,750000,operating,USA,DC,"Washington, D.C.",Washington,1,2009-01-01,2009-01-01,2009-01-01
Analytics,-,operating,GBR,H9,London,London,1,2006-02-03,2011-01-01,2011-01-01
Advertising,400000,operating,USA,WA,Seattle,Seattle,2,2011-02-01,2011-11-01,2015-09-03
Curated Web,600000,operating,USA,CA,SF Bay Area,San Francisco,2,2007-02-01,2008-01-01,2010-05-01
Curated Web,26000000,acquired,USA,MA,Boston,Woburn,3,2000-01-01,2002-12-01,2004-12-03
Mobile,28000000,acquired,USA,CA,Los Angeles,Sherman Oaks,3,1997-01-01,2005-03-01,2010-01-25
E-Commerce,55000,operating,GBR,H9,London,London,1,2011-01-01,2011-04-01,2011-04-01
E-Commerce,11408356,operating,GBR,H9,London,London,4,2012-01-01,2013-09-23,2014-09-15
Software,19700000,operating,USA,MN,Minneapolis,Saint Paul,1,2000-01-01,2010-01-05,2010-01-05
Clean Technology,12638000,operating,DEU,2,Munich,Munich,1,2009-01-01,2012-09-06,2012-09-06
Advertising,8820000,acquired,GBR,H9,London,London,1,2005-01-01,2009-03-24,2009-03-24
Curated Web,-,operating,USA,CA,SF Bay Area,Mountain View,1,2011-05-28,2011-10-26,2011-10-26
Curated Web,10400001,acquired,USA,TX,Austin,Austin,3,2007-08-28,2008-02-27,2010-01-28
Apps,1700000,operating,USA,GA,Atlanta,Atlanta,2,2013-01-01,2015-01-06,2015-03-11
E-Commerce,-,operating,IND,24,IND - Other,Udaipur City,1,2014-06-21,2015-01-01,2015-01-01
Software,250000,operating,USA,MI,Detroit,Ann Arbor,1,2009-01-01,2011-01-11,2011-01-11
Advertising,24500000,acquired,USA,VA,"Washington, D.C.",Dulles,3,2008-01-01,2006-09-20,2012-06-29
Apps,1850252.868,operating,GBR,H9,London,London,1,2013-05-01,2015-02-20,2015-02-20
Software,40000,operating,USA,CA,SF Bay Area,Mountain View,1,2012-01-01,2012-08-14,2012-08-14
E-Commerce,1350000,operating,USA,NY,New York City,New York,2,2013-03-01,2014-08-18,2015-04-28
Advertising,2000000,operating,GBR,H9,London,London,1,2013-07-11,2014-11-25,2014-11-25
Analytics,18000,operating,USA,MA,Boston,Boston,1,2011-08-01,2013-06-01,2013-06-01
Analytics,130272724,operating,USA,OR,Eugene,Bend,2,1991-01-01,2010-02-02,2014-08-27
Mobile,3750000,acquired,USA,CA,Los Angeles,Santa Monica,1,2012-01-01,2012-06-20,2012-06-20
Biotechnology,3255976,operating,USA,MI,Grand Rapids,Grand Rapids,2,2010-01-01,2010-12-28,2013-05-03
Analytics,600000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-06-26,2012-07-01,2014-06-24
Mobile,4000000,acquired,USA,CA,SF Bay Area,Fremont,1,2006-04-01,2006-01-01,2006-01-01
Analytics,8500000,operating,CAN,AB,Edmonton,Edmonton,3,2011-01-01,2012-08-01,2015-05-26
Advertising,5975000,operating,USA,CA,SF Bay Area,San Francisco,3,2011-09-01,2011-06-01,2014-09-23
Advertising,1150000,operating,USA,MA,Boston,Boston,2,2012-12-01,2013-10-29,2015-02-10
Analytics,500000,operating,USA,OR,"Portland, Oregon",Portland,2,2011-01-01,2012-08-29,2014-11-07
Analytics,3000000,operating,USA,CA,SF Bay Area,Menlo Park,3,2011-01-01,2011-11-15,2013-09-03
Software,1894796,operating,USA,CA,SF Bay Area,Novato,1,2009-01-01,2014-03-04,2014-03-04
Software,50000,operating,USA,NY,Buffalo,Buffalo,1,2009-01-01,2013-05-22,2013-05-22
Advertising,10024049,acquired,USA,CA,SF Bay Area,Palo Alto,7,2009-12-01,2009-08-06,2013-09-04
Curated Web,1500000,operating,USA,CA,SF Bay Area,Mountain View,1,2012-01-01,2012-05-22,2012-05-22
Software,7100000,operating,USA,CA,SF Bay Area,Santa Cruz,1,1996-01-01,2011-09-02,2011-09-02
Advertising,1000000,operating,POL,77,Krakow,Cracow,1,2011-01-01,2014-10-29,2014-10-29
Advertising,20600000,acquired,USA,CA,Los Angeles,Santa Monica,2,2009-04-01,2009-05-01,2012-10-02
Mobile,110000,operating,IND,16,Mumbai,Mumbai,1,2013-03-01,2013-07-23,2013-07-23
Biotechnology,3990000,operating,USA,MD,Baltimore,Baltimore,3,2011-01-01,2013-10-29,2015-03-06
Clean Technology,800379,operating,USA,WA,Seattle,Seattle,1,2011-01-01,2015-01-22,2015-01-22
Analytics,4400000,operating,USA,TX,Houston,Houston,2,2012-11-09,2013-11-25,2015-02-04
E-Commerce,1400000,operating,USA,NY,New York City,New York,1,2009-01-01,2009-07-14,2009-07-14
Clean Technology,-,operating,USA,MI,Detroit,Rochester Hills,1,2012-10-10,2012-10-10,2012-10-10
Biotechnology,27997653,ipo,USA,UT,Salt Lake City,Salt Lake City,4,2005-01-01,2011-02-14,2014-04-24
Clean Technology,1490000,ipo,USA,NY,New York City,Brooklyn,1,1993-01-01,2014-02-18,2014-02-18
Clean Technology,850000,operating,CAN,ON,Toronto,Toronto,1,2013-05-01,2014-05-12,2014-05-12
Software,100300,closed,CAN,ON,Toronto,Toronto,1,2011-06-01,2011-01-01,2011-01-01
Software,15881418,operating,CHN,30,Shenzhen,Shenzhen,1,2001-03-01,2012-03-01,2012-03-01
Mobile,74707100,operating,USA,CA,San Diego,San Diego,3,2005-01-01,2007-08-01,2009-10-21
Clean Technology,-,operating,CAN,AB,Edmonton,Edmonton,1,2013-10-31,2015-01-30,2015-01-30
E-Commerce,3000000,operating,USA,NY,New York City,New York,2,2013-03-01,2014-04-14,2015-01-07
E-Commerce,10000,operating,USA,CA,Sacramento,Davis,1,2012-08-01,2013-01-01,2013-01-01
Advertising,150000,operating,BGD,81,Dhaka,Dhaka,1,2009-07-01,2013-01-01,2013-01-01
Curated Web,132000000,operating,IRL,7,Dublin,Dublin,3,2007-08-19,2013-01-01,2013-09-05
Biotechnology,118248563,operating,GBR,K2,London,Abingdon,8,2003-01-01,2007-10-18,2015-01-21
Advertising,118000,operating,USA,AZ,Phoenix,Scottsdale,1,2014-12-01,2014-12-30,2014-12-30
Clean Technology,-,operating,USA,FL,FL - Other,Mid Florida,2,2007-01-01,2009-11-16,2014-02-12
Clean Technology,3057100,operating,USA,OR,Eugene,Eugene,2,2009-01-01,2014-06-02,2015-05-28
Clean Technology,-,operating,USA,CA,Los Angeles,Gardena,1,2009-04-27,2012-03-30,2012-03-30
Biotechnology,842425,operating,USA,IA,Des Moines,Ames,1,1986-01-01,2011-06-22,2011-06-22
Clean Technology,3225556,operating,USA,WY,Cheyenne,Cheyenne,1,2007-06-01,2015-02-25,2015-02-25
E-Commerce,222000,operating,USA,IN,Indianapolis,Indianapolis,1,2009-01-01,2011-10-11,2011-10-11
E-Commerce,147159,operating,GBR,H9,London,London,1,2009-01-01,2011-08-01,2011-08-01
Software,125000,operating,USA,FL,Tallahassee,Tallahassee,1,2007-01-01,2009-10-14,2009-10-14
Clean Technology,-,operating,USA,CA,SF Bay Area,San Ramon,3,2006-01-01,2008-01-28,2012-12-11
Clean Technology,-,operating,USA,CA,Anaheim,Costa Mesa,1,2011-01-21,2013-12-06,2013-12-06
Clean Technology,5400000,operating,ISR,5,Tel Aviv,Tel Aviv,1,1996-01-01,2008-06-12,2008-06-12
Clean Technology,450000,operating,USA,CA,SF Bay Area,San Bruno,2,2013-01-01,2013-05-01,2013-06-25
Software,1500000,acquired,NZL,G2,Wellington,Wellington,2,2006-07-15,2010-06-10,2012-10-04
Enterprise Software,42500002,acquired,USA,RI,Providence,Providence,7,2007-01-01,2009-05-15,2013-11-21
Clean Technology,-,operating,USA,SC,"Columbia, South Carolina",Columbia,1,2012-04-04,2012-03-30,2012-03-30
E-Commerce,1500000,operating,IND,16,Mumbai,Mumbai,1,2013-01-01,2014-03-28,2014-03-28
Analytics,100000,operating,USA,NY,New York City,New York,1,2010-10-10,2013-04-07,2013-04-07
Enterprise Software,20896797,operating,USA,SC,Greenville - Spartanburg,Greenville,7,2011-09-01,2011-09-01,2015-11-11
E-Commerce,40000000,operating,IND,7,Delhi,Delhi,1,2008-10-01,2012-06-28,2012-06-28
Apps,-,operating,USA,DC,"Washington, D.C.",Washington,1,2013-07-17,2014-09-02,2014-09-02
Clean Technology,-,operating,CAN,ON,ON - Other,Pefferlaw,1,2004-07-01,2014-05-03,2014-05-03
Clean Technology,1400000,operating,USA,CA,SF Bay Area,Oakland,1,2000-06-21,2008-06-27,2008-06-27
Software,2000000,operating,FRA,A8,Paris,Paris,1,2007-01-01,2010-07-20,2010-07-20
E-Commerce,72500,operating,USA,TX,Dallas,Irving,1,2014-06-01,2015-04-07,2015-04-07
Mobile,1000000,operating,CAN,ON,Toronto,Toronto,1,2011-01-01,2013-10-30,2013-10-30
Clean Technology,-,operating,DNK,17,HÃ¸rsholm,Hørsholm,1,2011-03-22,2012-12-12,2012-12-12
Clean Technology,875000,closed,USA,CA,Anaheim,Anaheim,1,1996-01-01,2014-03-20,2014-03-20
Clean Technology,5500000,operating,USA,MI,Detroit,Detroit,2,2011-01-01,2013-07-11,2015-04-15
Biotechnology,27000000,operating,USA,MA,Boston,Medford,3,2008-01-01,2013-08-12,2015-07-22
Enterprise Software,1250000,operating,USA,IN,Indianapolis,Indianapolis,1,2013-11-01,2015-02-12,2015-02-12
Clean Technology,14000000,operating,USA,IL,Chicago,Riverside,2,2008-01-01,2012-04-18,2015-02-04
Advertising,3500000,operating,USA,PA,Philadelphia,Wayne,1,2006-01-01,2009-08-13,2009-08-13
Clean Technology,7000000,operating,USA,CA,SF Bay Area,San Francisco,2,2008-09-01,2008-09-01,2011-06-01
Mobile,460000,operating,KOR,11,Seoul,Seoul,1,2011-06-03,2012-06-26,2012-06-26
Curated Web,250000,operating,USA,TN,Nashville,Nashville,1,2012-05-01,2013-05-01,2013-05-01
Software,5806037,acquired,USA,PA,Philadelphia,King Of Prussia,2,2007-01-01,2011-09-16,2012-10-09
Analytics,92899155,acquired,USA,CA,SF Bay Area,San Mateo,5,2003-06-01,2006-03-01,2009-03-17
Clean Technology,4000000,operating,USA,MA,Boston,Westford,2,2006-01-01,2009-07-01,2009-07-15
Enterprise Software,649500,operating,USA,VA,"Washington, D.C.",Reston,1,2005-01-01,2012-12-06,2012-12-06
Clean Technology,7000000,operating,USA,CA,SF Bay Area,Milpitas,1,2010-01-01,2011-06-06,2011-06-06
Clean Technology,96800000,closed,USA,CA,SF Bay Area,Fremont,5,2005-01-01,2008-09-01,2012-04-01
Software,5900000,operating,USA,SC,"Charleston, South Carolina",Mount Pleasant,6,2008-01-01,2009-01-01,2013-11-03
E-Commerce,15870000,operating,NLD,7,Amsterdam,Amsterdam,2,2001-05-01,2007-09-14,2009-03-17
Clean Technology,-,operating,CAN,NL,St. John's,St. John's,1,2010-01-06,2011-10-25,2011-10-25
Software,359624,operating,KOR,11,Seoul,Seoul,1,2007-06-01,2011-11-01,2011-11-01
Advertising,25107724,acquired,USA,CA,SF Bay Area,San Francisco,5,2005-01-01,2006-10-12,2009-09-02
Mobile,12400000,operating,USA,NY,New York City,New York,2,2013-01-01,2014-08-29,2015-10-15
Software,6750000,operating,USA,CA,SF Bay Area,San Francisco,3,2006-01-01,2007-09-12,2009-07-29
Software,9349999,operating,USA,CA,San Diego,San Diego,5,2007-01-01,2009-10-08,2015-03-03
Software,5000000,acquired,USA,NY,New York City,New York,2,2002-01-01,2004-07-07,2005-07-02
Software,-,closed,CAN,ON,Toronto,Toronto,2,2009-06-01,2011-04-21,2011-08-09
Clean Technology,42499992,operating,USA,MA,Boston,Woburn,4,2010-01-01,2011-07-11,2014-07-01
Analytics,12500000,operating,USA,CA,SF Bay Area,Foster City,2,2005-05-01,2011-12-05,2013-07-29
Software,1754998,operating,USA,CA,SF Bay Area,Menlo Park,2,2011-01-01,2012-05-14,2013-03-12
Clean Technology,307588886,acquired,USA,VA,"Washington, D.C.",Arlington,11,2003-01-01,2006-01-01,2014-07-02
Software,8000000,operating,USA,MI,MI - Other,Ottawa Lake,1,2005-01-01,2007-07-26,2007-07-26
Clean Technology,969000,operating,USA,CA,SF Bay Area,San Jose,1,2010-01-01,2013-03-08,2013-03-08
Software,500000,operating,USA,CA,SF Bay Area,Sunnyvale,1,2010-01-01,2013-04-15,2013-04-15
Apps,-,operating,USA,CA,Sacramento,Sacramento,2,2014-07-01,2014-05-01,2015-02-20
Advertising,270000,operating,USA,NY,Buffalo,Buffalo,3,2012-08-01,2013-12-09,2015-05-05
E-Commerce,50000,operating,IDN,4,Jakarta,Jakarta,2,2013-09-01,2013-06-01,2015-02-20
Clean Technology,50000,operating,USA,NE,NE - Other,Roca,1,2012-01-01,2013-09-26,2013-09-26
Software,-,operating,USA,NV,Las Vegas,Henderson,1,2009-08-01,2012-09-07,2012-09-07
Software,8050000,operating,USA,MN,Minneapolis,Minneapolis,1,1996-04-01,2007-08-30,2007-08-30
Mobile,3900000,operating,USA,CA,SF Bay Area,Sunnyvale,2,2011-01-01,2011-12-28,2012-10-19
Curated Web,626341,operating,ESP,29,Madrid,Madrid,4,2013-12-01,2014-03-13,2014-12-18
Curated Web,-,closed,ISR,5,Tel Aviv,Tel Aviv,1,2011-01-01,2012-06-13,2012-06-13
Advertising,25000,operating,ARG,7,Buenos Aires,Buenos Aires,1,2009-01-01,2011-08-01,2011-08-01
Software,2200000,acquired,USA,UT,Salt Lake City,Orem,3,2010-08-01,2011-10-19,2012-06-05
Clean Technology,12500000,operating,USA,VT,VT - Other,White River Junction,2,1998-01-01,2007-12-18,2008-06-16
Apps,-,operating,USA,WV,WV - Other,Wheeling,1,2014-08-05,2014-09-19,2014-09-19
Biotechnology,-,operating,USA,AR,Fayetteville,Rogers,1,2001-09-01,2008-11-24,2008-11-24
